index,token,embedding_file
398,"fires, smoking",embeddings_output/lightweight/embeddings_lightweight.npy
399,meats and stirring,embeddings_output/lightweight/embeddings_lightweight.npy
400,soups.,embeddings_output/lightweight/embeddings_lightweight.npy
401,Children,embeddings_output/lightweight/embeddings_lightweight.npy
402,"ran around them,",embeddings_output/lightweight/embeddings_lightweight.npy
403,dodging vines,embeddings_output/lightweight/embeddings_lightweight.npy
404,on the ground.,embeddings_output/lightweight/embeddings_lightweight.npy
405,A group of teenage,embeddings_output/lightweight/embeddings_lightweight.npy
406,boys was hard,embeddings_output/lightweight/embeddings_lightweight.npy
407,at work constructing,embeddings_output/lightweight/embeddings_lightweight.npy
408,a new hut.,embeddings_output/lightweight/embeddings_lightweight.npy
409,"Scanning the scene,",embeddings_output/lightweight/embeddings_lightweight.npy
410,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
411,spotted Juan across,embeddings_output/lightweight/embeddings_lightweight.npy
412,"the clearing, deep",embeddings_output/lightweight/embeddings_lightweight.npy
413,in conversation with,embeddings_output/lightweight/embeddings_lightweight.npy
414,a small group of men.,embeddings_output/lightweight/embeddings_lightweight.npy
415,Their clothing was more,embeddings_output/lightweight/embeddings_lightweight.npy
416,decorative than most,embeddings_output/lightweight/embeddings_lightweight.npy
417,"of the other villagers,",embeddings_output/lightweight/embeddings_lightweight.npy
418,which made,embeddings_output/lightweight/embeddings_lightweight.npy
419,Carmen think that they were,embeddings_output/lightweight/embeddings_lightweight.npy
420,leaders of some sort.,embeddings_output/lightweight/embeddings_lightweight.npy
421,When Juan noticed,embeddings_output/lightweight/embeddings_lightweight.npy
422,"her, he whispered",embeddings_output/lightweight/embeddings_lightweight.npy
423,"something to the other men,",embeddings_output/lightweight/embeddings_lightweight.npy
424,who also,embeddings_output/lightweight/embeddings_lightweight.npy
425,turned to stare,embeddings_output/lightweight/embeddings_lightweight.npy
426,at Carmen.,embeddings_output/lightweight/embeddings_lightweight.npy
427,For a brief,embeddings_output/lightweight/embeddings_lightweight.npy
428,moment Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
429,felt uncomfortable,embeddings_output/lightweight/embeddings_lightweight.npy
430,but then Juan,embeddings_output/lightweight/embeddings_lightweight.npy
431,broke into a smile,embeddings_output/lightweight/embeddings_lightweight.npy
432,and Strode over.,embeddings_output/lightweight/embeddings_lightweight.npy
433,"Dr. Carmen, good",embeddings_output/lightweight/embeddings_lightweight.npy
434,morning! he,embeddings_output/lightweight/embeddings_lightweight.npy
435,said. I,embeddings_output/lightweight/embeddings_lightweight.npy
436,will show you to the clinic,embeddings_output/lightweight/embeddings_lightweight.npy
437,"now, yes?",embeddings_output/lightweight/embeddings_lightweight.npy
438,Yes,embeddings_output/lightweight/embeddings_lightweight.npy
439,"please, Carmen",embeddings_output/lightweight/embeddings_lightweight.npy
440,"said, eager to get",embeddings_output/lightweight/embeddings_lightweight.npy
441,started.,embeddings_output/lightweight/embeddings_lightweight.npy
442,Juan,embeddings_output/lightweight/embeddings_lightweight.npy
443,led Carmen down a,embeddings_output/lightweight/embeddings_lightweight.npy
444,short path to,embeddings_output/lightweight/embeddings_lightweight.npy
445,a hut that looked identical,embeddings_output/lightweight/embeddings_lightweight.npy
446,to her own.,embeddings_output/lightweight/embeddings_lightweight.npy
447,Inside,embeddings_output/lightweight/embeddings_lightweight.npy
448,were two mattresses,embeddings_output/lightweight/embeddings_lightweight.npy
449,placed directly,embeddings_output/lightweight/embeddings_lightweight.npy
450,"on the ground,",embeddings_output/lightweight/embeddings_lightweight.npy
451,plus a makeshift,embeddings_output/lightweight/embeddings_lightweight.npy
452,table.,embeddings_output/lightweight/embeddings_lightweight.npy
453,The only medical supplies,embeddings_output/lightweight/embeddings_lightweight.npy
454,appeared to be,embeddings_output/lightweight/embeddings_lightweight.npy
455,an old fashioned,embeddings_output/lightweight/embeddings_lightweight.npy
456,"stethoscope,",embeddings_output/lightweight/embeddings_lightweight.npy
457,a thermometer,embeddings_output/lightweight/embeddings_lightweight.npy
458,and half empty box,embeddings_output/lightweight/embeddings_lightweight.npy
459,of bandages.,embeddings_output/lightweight/embeddings_lightweight.npy
460,"Hmm,",embeddings_output/lightweight/embeddings_lightweight.npy
461,that is funny.,embeddings_output/lightweight/embeddings_lightweight.npy
462,Dr. Torreson,embeddings_output/lightweight/embeddings_lightweight.npy
463,said the clinic,embeddings_output/lightweight/embeddings_lightweight.npy
464,was well-stocked,embeddings_output/lightweight/embeddings_lightweight.npy
465,Carmen started to,embeddings_output/lightweight/embeddings_lightweight.npy
466,say.,embeddings_output/lightweight/embeddings_lightweight.npy
467,Dr. Torreson?,embeddings_output/lightweight/embeddings_lightweight.npy
468,"Juan repeated, looking",embeddings_output/lightweight/embeddings_lightweight.npy
469,confused.,embeddings_output/lightweight/embeddings_lightweight.npy
470,"Ah, si,",embeddings_output/lightweight/embeddings_lightweight.npy
471,"Senor Torreson,",embeddings_output/lightweight/embeddings_lightweight.npy
472,of course.,embeddings_output/lightweight/embeddings_lightweight.npy
473,The organization,embeddings_output/lightweight/embeddings_lightweight.npy
474,has promised,embeddings_output/lightweight/embeddings_lightweight.npy
475,to send us replacement,embeddings_output/lightweight/embeddings_lightweight.npy
476,"supplies,",embeddings_output/lightweight/embeddings_lightweight.npy
477,but they have not,embeddings_output/lightweight/embeddings_lightweight.npy
478,arrived yet.,embeddings_output/lightweight/embeddings_lightweight.npy
479,The shipments,embeddings_output/lightweight/embeddings_lightweight.npy
480,"are always being delayed,",embeddings_output/lightweight/embeddings_lightweight.npy
481,you know,embeddings_output/lightweight/embeddings_lightweight.npy
482,he added apologetically.,embeddings_output/lightweight/embeddings_lightweight.npy
483,That is okay,embeddings_output/lightweight/embeddings_lightweight.npy
484,Carmen said.,embeddings_output/lightweight/embeddings_lightweight.npy
485,She would have to,embeddings_output/lightweight/embeddings_lightweight.npy
486,make do with small,embeddings_output/lightweight/embeddings_lightweight.npy
487,bag of supplies,embeddings_output/lightweight/embeddings_lightweight.npy
488,she had brought with her,embeddings_output/lightweight/embeddings_lightweight.npy
489,until the shipment arrived.,embeddings_output/lightweight/embeddings_lightweight.npy
490,During Carmen first,embeddings_output/lightweight/embeddings_lightweight.npy
491,"few days in the clinic,",embeddings_output/lightweight/embeddings_lightweight.npy
492,most of,embeddings_output/lightweight/embeddings_lightweight.npy
493,the patients she,embeddings_output/lightweight/embeddings_lightweight.npy
494,saw had fairly minor,embeddings_output/lightweight/embeddings_lightweight.npy
495,problems:,embeddings_output/lightweight/embeddings_lightweight.npy
496,cuts and scrapes,embeddings_output/lightweight/embeddings_lightweight.npy
497,toothaches,embeddings_output/lightweight/embeddings_lightweight.npy
498,indigestion.,embeddings_output/lightweight/embeddings_lightweight.npy
499,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
500,had a feeling that many,embeddings_output/lightweight/embeddings_lightweight.npy
501,of the people came,embeddings_output/lightweight/embeddings_lightweight.npy
502,less out of health concerns,embeddings_output/lightweight/embeddings_lightweight.npy
503,and,embeddings_output/lightweight/embeddings_lightweight.npy
504,"more out of curiosity,",embeddings_output/lightweight/embeddings_lightweight.npy
505,to see,embeddings_output/lightweight/embeddings_lightweight.npy
506,the foreign woman,embeddings_output/lightweight/embeddings_lightweight.npy
507,who spoke broken,embeddings_output/lightweight/embeddings_lightweight.npy
508,Spanish and wore funny,embeddings_output/lightweight/embeddings_lightweight.npy
509,"clothes,",embeddings_output/lightweight/embeddings_lightweight.npy
510,but she did not mind,embeddings_output/lightweight/embeddings_lightweight.npy
511,she found,embeddings_output/lightweight/embeddings_lightweight.npy
512,them just as interesting,embeddings_output/lightweight/embeddings_lightweight.npy
513,as they found her.,embeddings_output/lightweight/embeddings_lightweight.npy
514,Most,embeddings_output/lightweight/embeddings_lightweight.npy
515,of them spoke a mix,embeddings_output/lightweight/embeddings_lightweight.npy
516,of Spanish,embeddings_output/lightweight/embeddings_lightweight.npy
517,and another language native,embeddings_output/lightweight/embeddings_lightweight.npy
518,to the region.,embeddings_output/lightweight/embeddings_lightweight.npy
519,When Juan,embeddings_output/lightweight/embeddings_lightweight.npy
520,"was around, he could",embeddings_output/lightweight/embeddings_lightweight.npy
521,translate but,embeddings_output/lightweight/embeddings_lightweight.npy
522,mostly Carmen and,embeddings_output/lightweight/embeddings_lightweight.npy
523,her patients got by,embeddings_output/lightweight/embeddings_lightweight.npy
524,with hand gestures,embeddings_output/lightweight/embeddings_lightweight.npy
525,and facial expressions.,embeddings_output/lightweight/embeddings_lightweight.npy
526,The villagers appreciated,embeddings_output/lightweight/embeddings_lightweight.npy
527,her help,embeddings_output/lightweight/embeddings_lightweight.npy
528,and Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
529,found it very fulfilling,embeddings_output/lightweight/embeddings_lightweight.npy
530,to care for them.,embeddings_output/lightweight/embeddings_lightweight.npy
531,Though she had been,embeddings_output/lightweight/embeddings_lightweight.npy
532,"shy in the beginning,",embeddings_output/lightweight/embeddings_lightweight.npy
533,Alba proved,embeddings_output/lightweight/embeddings_lightweight.npy
534,a wonderful companion.,embeddings_output/lightweight/embeddings_lightweight.npy
535,"Each morning, she would bring",embeddings_output/lightweight/embeddings_lightweight.npy
536,Carmen a potent,embeddings_output/lightweight/embeddings_lightweight.npy
537,mix of leaves in,embeddings_output/lightweight/embeddings_lightweight.npy
538,"hot water,",embeddings_output/lightweight/embeddings_lightweight.npy
539,and a breakfast of mashed,embeddings_output/lightweight/embeddings_lightweight.npy
540,plantains and fried,embeddings_output/lightweight/embeddings_lightweight.npy
541,pork.,embeddings_output/lightweight/embeddings_lightweight.npy
542,"In the evenings,",embeddings_output/lightweight/embeddings_lightweight.npy
543,after Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
544,"left the clinic,",embeddings_output/lightweight/embeddings_lightweight.npy
545,Alba would often,embeddings_output/lightweight/embeddings_lightweight.npy
546,come by her hut.,embeddings_output/lightweight/embeddings_lightweight.npy
547,She,embeddings_output/lightweight/embeddings_lightweight.npy
548,was supposed to clean for,embeddings_output/lightweight/embeddings_lightweight.npy
549,"Carmen, but",embeddings_output/lightweight/embeddings_lightweight.npy
550,the two usually ended,embeddings_output/lightweight/embeddings_lightweight.npy
551,up playing games,embeddings_output/lightweight/embeddings_lightweight.npy
552,or telling stories instead.,embeddings_output/lightweight/embeddings_lightweight.npy
553,Alba was patient,embeddings_output/lightweight/embeddings_lightweight.npy
554,with Carmen slow,embeddings_output/lightweight/embeddings_lightweight.npy
555,Spanish,embeddings_output/lightweight/embeddings_lightweight.npy
556,and Carmen language,embeddings_output/lightweight/embeddings_lightweight.npy
557,skills improved.,embeddings_output/lightweight/embeddings_lightweight.npy
558,"In turn, Carmen",embeddings_output/lightweight/embeddings_lightweight.npy
559,began to teach,embeddings_output/lightweight/embeddings_lightweight.npy
560,Alba English.,embeddings_output/lightweight/embeddings_lightweight.npy
561,The girl,embeddings_output/lightweight/embeddings_lightweight.npy
562,picked up words amazingly,embeddings_output/lightweight/embeddings_lightweight.npy
563,fast,embeddings_output/lightweight/embeddings_lightweight.npy
564,and soon she,embeddings_output/lightweight/embeddings_lightweight.npy
565,could name most,embeddings_output/lightweight/embeddings_lightweight.npy
566,everything she saw,embeddings_output/lightweight/embeddings_lightweight.npy
567,bed,embeddings_output/lightweight/embeddings_lightweight.npy
568,table,embeddings_output/lightweight/embeddings_lightweight.npy
569,hut,embeddings_output/lightweight/embeddings_lightweight.npy
570,"man, woman",embeddings_output/lightweight/embeddings_lightweight.npy
571,child,embeddings_output/lightweight/embeddings_lightweight.npy
572,river,embeddings_output/lightweight/embeddings_lightweight.npy
573,"[ 'tree""]",embeddings_output/lightweight/embeddings_lightweight.npy
574,fire,embeddings_output/lightweight/embeddings_lightweight.npy
575,doctor,embeddings_output/lightweight/embeddings_lightweight.npy
576,sick,embeddings_output/lightweight/embeddings_lightweight.npy
577,"[""cure'.]",embeddings_output/lightweight/embeddings_lightweight.npy
578,After Carmen had,embeddings_output/lightweight/embeddings_lightweight.npy
579,been in the village for about,embeddings_output/lightweight/embeddings_lightweight.npy
580,"a week, a",embeddings_output/lightweight/embeddings_lightweight.npy
581,patient came to the clinic,embeddings_output/lightweight/embeddings_lightweight.npy
582,with a bad fever.,embeddings_output/lightweight/embeddings_lightweight.npy
583,The patient was an older,embeddings_output/lightweight/embeddings_lightweight.npy
584,woman named,embeddings_output/lightweight/embeddings_lightweight.npy
585,Maria,embeddings_output/lightweight/embeddings_lightweight.npy
586,whom Carmen did not recognize,embeddings_output/lightweight/embeddings_lightweight.npy
587,according to,embeddings_output/lightweight/embeddings_lightweight.npy
588,"Alba, Maria",embeddings_output/lightweight/embeddings_lightweight.npy
589,had come from another,embeddings_output/lightweight/embeddings_lightweight.npy
590,village down the river.,embeddings_output/lightweight/embeddings_lightweight.npy
591,Carmen gave her medication,embeddings_output/lightweight/embeddings_lightweight.npy
592,and,embeddings_output/lightweight/embeddings_lightweight.npy
593,had her drink plenty,embeddings_output/lightweight/embeddings_lightweight.npy
594,"of water, but Maria",embeddings_output/lightweight/embeddings_lightweight.npy
595,fever just,embeddings_output/lightweight/embeddings_lightweight.npy
596,got worse.,embeddings_output/lightweight/embeddings_lightweight.npy
597,She also,embeddings_output/lightweight/embeddings_lightweight.npy
598,had a strange rash,embeddings_output/lightweight/embeddings_lightweight.npy
599,across her chest,embeddings_output/lightweight/embeddings_lightweight.npy
600,"and back,",embeddings_output/lightweight/embeddings_lightweight.npy
601,like nothing Carmen had,embeddings_output/lightweight/embeddings_lightweight.npy
602,ever seen.,embeddings_output/lightweight/embeddings_lightweight.npy
603,Carmen told,embeddings_output/lightweight/embeddings_lightweight.npy
604,Maria she should,embeddings_output/lightweight/embeddings_lightweight.npy
605,stay in the clinic overnight,embeddings_output/lightweight/embeddings_lightweight.npy
606,until she felt,embeddings_output/lightweight/embeddings_lightweight.npy
607,better.,embeddings_output/lightweight/embeddings_lightweight.npy
608,That,embeddings_output/lightweight/embeddings_lightweight.npy
609,"evening, Juan",embeddings_output/lightweight/embeddings_lightweight.npy
610,came to the clinic with,embeddings_output/lightweight/embeddings_lightweight.npy
611,another man.,embeddings_output/lightweight/embeddings_lightweight.npy
612,The two men stood,embeddings_output/lightweight/embeddings_lightweight.npy
613,"in the doorway, not",embeddings_output/lightweight/embeddings_lightweight.npy
614,"wanting to come any closer,",embeddings_output/lightweight/embeddings_lightweight.npy
615,as,embeddings_output/lightweight/embeddings_lightweight.npy
616,if they were afraid Maria,embeddings_output/lightweight/embeddings_lightweight.npy
617,might be contagious.,embeddings_output/lightweight/embeddings_lightweight.npy
618,When Carmen noticed,embeddings_output/lightweight/embeddings_lightweight.npy
619,"they were there,",embeddings_output/lightweight/embeddings_lightweight.npy
620,she rushed over to,embeddings_output/lightweight/embeddings_lightweight.npy
621,Juan.,embeddings_output/lightweight/embeddings_lightweight.npy
622,She wanted to know,embeddings_output/lightweight/embeddings_lightweight.npy
623,if anyone in the village,embeddings_output/lightweight/embeddings_lightweight.npy
624,had a fever,embeddings_output/lightweight/embeddings_lightweight.npy
625,like this before.,embeddings_output/lightweight/embeddings_lightweight.npy
626,Had Dr. Torreson,embeddings_output/lightweight/embeddings_lightweight.npy
627,treated any patients,embeddings_output/lightweight/embeddings_lightweight.npy
628,with this fever?,embeddings_output/lightweight/embeddings_lightweight.npy
629,"No, Juan said.",embeddings_output/lightweight/embeddings_lightweight.npy
630,I have never seen,embeddings_output/lightweight/embeddings_lightweight.npy
631,anything like this.,embeddings_output/lightweight/embeddings_lightweight.npy
632,But the other,embeddings_output/lightweight/embeddings_lightweight.npy
633,man had a strange,embeddings_output/lightweight/embeddings_lightweight.npy
634,expression on his face.,embeddings_output/lightweight/embeddings_lightweight.npy
635,"Carmen watched them leave,",embeddings_output/lightweight/embeddings_lightweight.npy
636,puzzled.,embeddings_output/lightweight/embeddings_lightweight.npy
637,"The following morning,",embeddings_output/lightweight/embeddings_lightweight.npy
638,Carmen gave,embeddings_output/lightweight/embeddings_lightweight.npy
639,Maria more medication,embeddings_output/lightweight/embeddings_lightweight.npy
640,but nothing seemed,embeddings_output/lightweight/embeddings_lightweight.npy
641,to help.,embeddings_output/lightweight/embeddings_lightweight.npy
642,When Carmen came,embeddings_output/lightweight/embeddings_lightweight.npy
643,back from her afternoon,embeddings_output/lightweight/embeddings_lightweight.npy
644,"break, she",embeddings_output/lightweight/embeddings_lightweight.npy
645,found that Maria had,embeddings_output/lightweight/embeddings_lightweight.npy
646,disappeared.,embeddings_output/lightweight/embeddings_lightweight.npy
647,Concerned.,embeddings_output/lightweight/embeddings_lightweight.npy
648,she called for Alba.,embeddings_output/lightweight/embeddings_lightweight.npy
649,Maria?,embeddings_output/lightweight/embeddings_lightweight.npy
650,She was taken,embeddings_output/lightweight/embeddings_lightweight.npy
651,"away, Alba said",embeddings_output/lightweight/embeddings_lightweight.npy
652,in cryptic,embeddings_output/lightweight/embeddings_lightweight.npy
653,Spanish.,embeddings_output/lightweight/embeddings_lightweight.npy
654,If Alba knew,embeddings_output/lightweight/embeddings_lightweight.npy
655,"any more than that, she",embeddings_output/lightweight/embeddings_lightweight.npy
656,would not say.,embeddings_output/lightweight/embeddings_lightweight.npy
657,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
658,"was baffled, and a little",embeddings_output/lightweight/embeddings_lightweight.npy
659,"unsettled,",embeddings_output/lightweight/embeddings_lightweight.npy
660,but she had no choice,embeddings_output/lightweight/embeddings_lightweight.npy
661,but to accept it.,embeddings_output/lightweight/embeddings_lightweight.npy
662,Though,embeddings_output/lightweight/embeddings_lightweight.npy
663,she was growing more comfortable,embeddings_output/lightweight/embeddings_lightweight.npy
664,"in her new home,",embeddings_output/lightweight/embeddings_lightweight.npy
665,certain aspects,embeddings_output/lightweight/embeddings_lightweight.npy
666,of the culture,embeddings_output/lightweight/embeddings_lightweight.npy
667,were still quite mysterious,embeddings_output/lightweight/embeddings_lightweight.npy
668,to her.,embeddings_output/lightweight/embeddings_lightweight.npy
669,The second week,embeddings_output/lightweight/embeddings_lightweight.npy
670,"Carmen was there,",embeddings_output/lightweight/embeddings_lightweight.npy
671,there was a festival in,embeddings_output/lightweight/embeddings_lightweight.npy
672,the village.,embeddings_output/lightweight/embeddings_lightweight.npy
673,The men made a huge,embeddings_output/lightweight/embeddings_lightweight.npy
674,"bonfire,",embeddings_output/lightweight/embeddings_lightweight.npy
675,and the women cooked,embeddings_output/lightweight/embeddings_lightweight.npy
676,a delicious feast.,embeddings_output/lightweight/embeddings_lightweight.npy
677,Some of the villagers,embeddings_output/lightweight/embeddings_lightweight.npy
678,played traditional,embeddings_output/lightweight/embeddings_lightweight.npy
679,"music,",embeddings_output/lightweight/embeddings_lightweight.npy
680,and everyone danced late,embeddings_output/lightweight/embeddings_lightweight.npy
681,into the night.,embeddings_output/lightweight/embeddings_lightweight.npy
682,Carmen thoroughly enjoyed,embeddings_output/lightweight/embeddings_lightweight.npy
683,herself.,embeddings_output/lightweight/embeddings_lightweight.npy
684,"At a point,",embeddings_output/lightweight/embeddings_lightweight.npy
685,Juan came,embeddings_output/lightweight/embeddings_lightweight.npy
686,to sit beside her.,embeddings_output/lightweight/embeddings_lightweight.npy
687,"You know,",embeddings_output/lightweight/embeddings_lightweight.npy
688,everyone here is so,embeddings_output/lightweight/embeddings_lightweight.npy
689,grateful that you came such,embeddings_output/lightweight/embeddings_lightweight.npy
690,a long way to care,embeddings_output/lightweight/embeddings_lightweight.npy
691,"for us, he said,",embeddings_output/lightweight/embeddings_lightweight.npy
692,a look of genuine,embeddings_output/lightweight/embeddings_lightweight.npy
693,genuine appreciation,embeddings_output/lightweight/embeddings_lightweight.npy
694,in his eyes.,embeddings_output/lightweight/embeddings_lightweight.npy
695,I  do not know,embeddings_output/lightweight/embeddings_lightweight.npy
696,what we do without you,embeddings_output/lightweight/embeddings_lightweight.npy
697,here.,embeddings_output/lightweight/embeddings_lightweight.npy
698,Carmen smiled,embeddings_output/lightweight/embeddings_lightweight.npy
699,"back, feeling",embeddings_output/lightweight/embeddings_lightweight.npy
700,pleased that she had,embeddings_output/lightweight/embeddings_lightweight.npy
701,taken a chance on this,embeddings_output/lightweight/embeddings_lightweight.npy
702,adventure.,embeddings_output/lightweight/embeddings_lightweight.npy
703,"Overall,",embeddings_output/lightweight/embeddings_lightweight.npy
704,Carmen was happy,embeddings_output/lightweight/embeddings_lightweight.npy
705,in the Amazon but,embeddings_output/lightweight/embeddings_lightweight.npy
706,she still felt homesick,embeddings_output/lightweight/embeddings_lightweight.npy
707,from time to time.,embeddings_output/lightweight/embeddings_lightweight.npy
708,"One morning,",embeddings_output/lightweight/embeddings_lightweight.npy
709,she discovered,embeddings_output/lightweight/embeddings_lightweight.npy
710,that if she hiked to the top,embeddings_output/lightweight/embeddings_lightweight.npy
711,of a small Hill,embeddings_output/lightweight/embeddings_lightweight.npy
712,"behind her hut,",embeddings_output/lightweight/embeddings_lightweight.npy
713,her cell phone picked,embeddings_output/lightweight/embeddings_lightweight.npy
714,up a weak signal.,embeddings_output/lightweight/embeddings_lightweight.npy
715,"She called Linda,",embeddings_output/lightweight/embeddings_lightweight.npy
716,a close friend at home.,embeddings_output/lightweight/embeddings_lightweight.npy
717,To,embeddings_output/lightweight/embeddings_lightweight.npy
718,"Carmen delight,",embeddings_output/lightweight/embeddings_lightweight.npy
719,"Linda picked up,",embeddings_output/lightweight/embeddings_lightweight.npy
720,and the two women,embeddings_output/lightweight/embeddings_lightweight.npy
721,talked for a long time.,embeddings_output/lightweight/embeddings_lightweight.npy
722,Carmen told Linda,embeddings_output/lightweight/embeddings_lightweight.npy
723,"all about the Amazon,",embeddings_output/lightweight/embeddings_lightweight.npy
724,even mentioning,embeddings_output/lightweight/embeddings_lightweight.npy
725,the patient with the strange,embeddings_output/lightweight/embeddings_lightweight.npy
726,fever.,embeddings_output/lightweight/embeddings_lightweight.npy
727,After,embeddings_output/lightweight/embeddings_lightweight.npy
728,"they hung up,",embeddings_output/lightweight/embeddings_lightweight.npy
729,Carmen headed back,embeddings_output/lightweight/embeddings_lightweight.npy
730,"down the Hill, comforted",embeddings_output/lightweight/embeddings_lightweight.npy
731,comforted by the conversation.,embeddings_output/lightweight/embeddings_lightweight.npy
732,As she was settling,embeddings_output/lightweight/embeddings_lightweight.npy
733,in for an afternoon,embeddings_output/lightweight/embeddings_lightweight.npy
734,"siesta, there",embeddings_output/lightweight/embeddings_lightweight.npy
735,was a knock at the door,embeddings_output/lightweight/embeddings_lightweight.npy
736,of her hut.,embeddings_output/lightweight/embeddings_lightweight.npy
737,Come in!,embeddings_output/lightweight/embeddings_lightweight.npy
738,"she called, surprised.",embeddings_output/lightweight/embeddings_lightweight.npy
739,The,embeddings_output/lightweight/embeddings_lightweight.npy
740,door swung open,embeddings_output/lightweight/embeddings_lightweight.npy
741,and Juan burst inside.,embeddings_output/lightweight/embeddings_lightweight.npy
742,Dr. Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
743,I'm sorry to bother,embeddings_output/lightweight/embeddings_lightweight.npy
744,"you like this, but there is",embeddings_output/lightweight/embeddings_lightweight.npy
745,"an emergency, he said.",embeddings_output/lightweight/embeddings_lightweight.npy
746,Some,embeddings_output/lightweight/embeddings_lightweight.npy
747,of my men have seen,embeddings_output/lightweight/embeddings_lightweight.npy
748,loggers working,embeddings_output/lightweight/embeddings_lightweight.npy
749,in a part of the rainforest,embeddings_output/lightweight/embeddings_lightweight.npy
750,that is strictly,embeddings_output/lightweight/embeddings_lightweight.npy
751,off limits.,embeddings_output/lightweight/embeddings_lightweight.npy
752,We must contact,embeddings_output/lightweight/embeddings_lightweight.npy
753,the authorities to stop,embeddings_output/lightweight/embeddings_lightweight.npy
754,"them right away, but",embeddings_output/lightweight/embeddings_lightweight.npy
755,our satellite phone is,embeddings_output/lightweight/embeddings_lightweight.npy
756,not working. I,embeddings_output/lightweight/embeddings_lightweight.npy
757,need to take your cell,embeddings_output/lightweight/embeddings_lightweight.npy
758,phone.,embeddings_output/lightweight/embeddings_lightweight.npy
759,"Of course,",embeddings_output/lightweight/embeddings_lightweight.npy
760,"she said, flustered,",embeddings_output/lightweight/embeddings_lightweight.npy
761,handing,embeddings_output/lightweight/embeddings_lightweight.npy
762,over her cell phone,embeddings_output/lightweight/embeddings_lightweight.npy
763,it's solar,embeddings_output/lightweight/embeddings_lightweight.npy
764,powered charger.,embeddings_output/lightweight/embeddings_lightweight.npy
765,Thank you. We,embeddings_output/lightweight/embeddings_lightweight.npy
766,may need to keep it for,embeddings_output/lightweight/embeddings_lightweight.npy
767,"a few days, so",embeddings_output/lightweight/embeddings_lightweight.npy
768,that we can monitor,embeddings_output/lightweight/embeddings_lightweight.npy
769,these criminals and,embeddings_output/lightweight/embeddings_lightweight.npy
770,continue to report,embeddings_output/lightweight/embeddings_lightweight.npy
771,"where they are, Juan",embeddings_output/lightweight/embeddings_lightweight.npy
772,said.,embeddings_output/lightweight/embeddings_lightweight.npy
773,"Take your time,",embeddings_output/lightweight/embeddings_lightweight.npy
774,Carmen started,embeddings_output/lightweight/embeddings_lightweight.npy
775,"to say, but Juan was",embeddings_output/lightweight/embeddings_lightweight.npy
776,already gone.,embeddings_output/lightweight/embeddings_lightweight.npy
777,"The next day,",embeddings_output/lightweight/embeddings_lightweight.npy
778,a second patient,embeddings_output/lightweight/embeddings_lightweight.npy
779,with the strange,embeddings_output/lightweight/embeddings_lightweight.npy
780,fever came to,embeddings_output/lightweight/embeddings_lightweight.npy
781,see Carmen in the clinic.,embeddings_output/lightweight/embeddings_lightweight.npy
782,This time it,embeddings_output/lightweight/embeddings_lightweight.npy
783,was a young man that she,embeddings_output/lightweight/embeddings_lightweight.npy
784,recognized from the village.,embeddings_output/lightweight/embeddings_lightweight.npy
785,Along with the,embeddings_output/lightweight/embeddings_lightweight.npy
786,"rash, this patient",embeddings_output/lightweight/embeddings_lightweight.npy
787,"had a nasty,",embeddings_output/lightweight/embeddings_lightweight.npy
788,hacking cough.,embeddings_output/lightweight/embeddings_lightweight.npy
789,He,embeddings_output/lightweight/embeddings_lightweight.npy
790,slept on one of the beds,embeddings_output/lightweight/embeddings_lightweight.npy
