index,token,embedding_file
791,"in the clinic,",embeddings_output/lightweight/embeddings_lightweight.npy
792,groaning and thrashing,embeddings_output/lightweight/embeddings_lightweight.npy
793,in what seemed,embeddings_output/lightweight/embeddings_lightweight.npy
794,to be nightmares.,embeddings_output/lightweight/embeddings_lightweight.npy
795,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
796,stayed with him late,embeddings_output/lightweight/embeddings_lightweight.npy
797,"into the evening,",embeddings_output/lightweight/embeddings_lightweight.npy
798,then went to her,embeddings_output/lightweight/embeddings_lightweight.npy
799,hut for a couple hours,embeddings_output/lightweight/embeddings_lightweight.npy
800,rest.,embeddings_output/lightweight/embeddings_lightweight.npy
801,"At Dawn,",embeddings_output/lightweight/embeddings_lightweight.npy
802,she returned to the clinic,embeddings_output/lightweight/embeddings_lightweight.npy
803,to find that,embeddings_output/lightweight/embeddings_lightweight.npy
804,he  had not made it through the,embeddings_output/lightweight/embeddings_lightweight.npy
805,night.,embeddings_output/lightweight/embeddings_lightweight.npy
806,Traumatized and,embeddings_output/lightweight/embeddings_lightweight.npy
807,"brokenhearted,",embeddings_output/lightweight/embeddings_lightweight.npy
808,Carmen ran to,embeddings_output/lightweight/embeddings_lightweight.npy
809,find his family.,embeddings_output/lightweight/embeddings_lightweight.npy
810,Four of the men from,embeddings_output/lightweight/embeddings_lightweight.npy
811,the village carried his,embeddings_output/lightweight/embeddings_lightweight.npy
812,body away.,embeddings_output/lightweight/embeddings_lightweight.npy
813,Even though she knew,embeddings_output/lightweight/embeddings_lightweight.npy
814,"it was not her fault,",embeddings_output/lightweight/embeddings_lightweight.npy
815,that she had done,embeddings_output/lightweight/embeddings_lightweight.npy
816,"the best she could,",embeddings_output/lightweight/embeddings_lightweight.npy
817,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
818,felt horribly guilty,embeddings_output/lightweight/embeddings_lightweight.npy
819,over the young  mans death.,embeddings_output/lightweight/embeddings_lightweight.npy
820,"Just a few days later,",embeddings_output/lightweight/embeddings_lightweight.npy
821,Carmen saw,embeddings_output/lightweight/embeddings_lightweight.npy
822,her third patient,embeddings_output/lightweight/embeddings_lightweight.npy
823,with a strange fever.,embeddings_output/lightweight/embeddings_lightweight.npy
824,She,embeddings_output/lightweight/embeddings_lightweight.npy
825,recognized the man,embeddings_output/lightweight/embeddings_lightweight.npy
826,"as Ramiro,",embeddings_output/lightweight/embeddings_lightweight.npy
827,a village leader,embeddings_output/lightweight/embeddings_lightweight.npy
828,and one of  Juan close,embeddings_output/lightweight/embeddings_lightweight.npy
829,friends.,embeddings_output/lightweight/embeddings_lightweight.npy
830,"Luckily,",embeddings_output/lightweight/embeddings_lightweight.npy
831,Ramiro  did not seem,embeddings_output/lightweight/embeddings_lightweight.npy
832,to be as far,embeddings_output/lightweight/embeddings_lightweight.npy
833,along in the illness as,embeddings_output/lightweight/embeddings_lightweight.npy
834,the other patients,embeddings_output/lightweight/embeddings_lightweight.npy
835,she had seen.,embeddings_output/lightweight/embeddings_lightweight.npy
836,His forehead,embeddings_output/lightweight/embeddings_lightweight.npy
837,"was warm,",embeddings_output/lightweight/embeddings_lightweight.npy
838,but he  did not yet have,embeddings_output/lightweight/embeddings_lightweight.npy
839,the rash or hacking,embeddings_output/lightweight/embeddings_lightweight.npy
840,cough.,embeddings_output/lightweight/embeddings_lightweight.npy
841,Carmen began,embeddings_output/lightweight/embeddings_lightweight.npy
842,"treating him with medication,",embeddings_output/lightweight/embeddings_lightweight.npy
843,lots of,embeddings_output/lightweight/embeddings_lightweight.npy
844,"water, and some",embeddings_output/lightweight/embeddings_lightweight.npy
845,medicinal plants that,embeddings_output/lightweight/embeddings_lightweight.npy
846,Alba had brought her.,embeddings_output/lightweight/embeddings_lightweight.npy
847,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
848,tended to Ramiro,embeddings_output/lightweight/embeddings_lightweight.npy
849,round the clock,embeddings_output/lightweight/embeddings_lightweight.npy
850,for two days.,embeddings_output/lightweight/embeddings_lightweight.npy
851,Finally his fever,embeddings_output/lightweight/embeddings_lightweight.npy
852,went down.,embeddings_output/lightweight/embeddings_lightweight.npy
853,On the day Ramiro,embeddings_output/lightweight/embeddings_lightweight.npy
854,was released from,embeddings_output/lightweight/embeddings_lightweight.npy
855,"the clinic,",embeddings_output/lightweight/embeddings_lightweight.npy
856,his entire family,embeddings_output/lightweight/embeddings_lightweight.npy
857,"came to show their gratitude,",embeddings_output/lightweight/embeddings_lightweight.npy
858,showering,embeddings_output/lightweight/embeddings_lightweight.npy
859,Carmen with gifts.,embeddings_output/lightweight/embeddings_lightweight.npy
860,She was embarrassed,embeddings_output/lightweight/embeddings_lightweight.npy
861,"at the attention,",embeddings_output/lightweight/embeddings_lightweight.npy
862,but also,embeddings_output/lightweight/embeddings_lightweight.npy
863,thrilled and proud,embeddings_output/lightweight/embeddings_lightweight.npy
864,to have cured the man.,embeddings_output/lightweight/embeddings_lightweight.npy
865,These were the moments that,embeddings_output/lightweight/embeddings_lightweight.npy
866,reminded her why she,embeddings_output/lightweight/embeddings_lightweight.npy
867,had become a doctor,embeddings_output/lightweight/embeddings_lightweight.npy
868,in the first place.,embeddings_output/lightweight/embeddings_lightweight.npy
869,When,embeddings_output/lightweight/embeddings_lightweight.npy
870,Juan himself came,embeddings_output/lightweight/embeddings_lightweight.npy
871,to personally thank,embeddings_output/lightweight/embeddings_lightweight.npy
872,her for curing his,embeddings_output/lightweight/embeddings_lightweight.npy
873,"friend, Carmen",embeddings_output/lightweight/embeddings_lightweight.npy
874,thought she noticed,embeddings_output/lightweight/embeddings_lightweight.npy
875,tears in his eyes.,embeddings_output/lightweight/embeddings_lightweight.npy
876,"Here, we would",embeddings_output/lightweight/embeddings_lightweight.npy
877,"like you to have this,",embeddings_output/lightweight/embeddings_lightweight.npy
878,Juan said,embeddings_output/lightweight/embeddings_lightweight.npy
879,handing her a,embeddings_output/lightweight/embeddings_lightweight.npy
880,small package wrapped,embeddings_output/lightweight/embeddings_lightweight.npy
881,in leaves and twine.,embeddings_output/lightweight/embeddings_lightweight.npy
882,Carmen opened,embeddings_output/lightweight/embeddings_lightweight.npy
883,it carefully.,embeddings_output/lightweight/embeddings_lightweight.npy
884,Inside,embeddings_output/lightweight/embeddings_lightweight.npy
885,was a delicate,embeddings_output/lightweight/embeddings_lightweight.npy
886,handmade necklace.,embeddings_output/lightweight/embeddings_lightweight.npy
887,"It was beautiful,",embeddings_output/lightweight/embeddings_lightweight.npy
888,and Carmen was touched.,embeddings_output/lightweight/embeddings_lightweight.npy
889,She felt she had truly,embeddings_output/lightweight/embeddings_lightweight.npy
890,become part of her new,embeddings_output/lightweight/embeddings_lightweight.npy
891,community.,embeddings_output/lightweight/embeddings_lightweight.npy
892,Another week went by.,embeddings_output/lightweight/embeddings_lightweight.npy
893,Carmen noticed a,embeddings_output/lightweight/embeddings_lightweight.npy
894,change in the weather,embeddings_output/lightweight/embeddings_lightweight.npy
895,weather: The,embeddings_output/lightweight/embeddings_lightweight.npy
896,"sky was overcast,",embeddings_output/lightweight/embeddings_lightweight.npy
897,and the air was,embeddings_output/lightweight/embeddings_lightweight.npy
898,even more humid,embeddings_output/lightweight/embeddings_lightweight.npy
899,now.,embeddings_output/lightweight/embeddings_lightweight.npy
900,According,embeddings_output/lightweight/embeddings_lightweight.npy
901,"to Alba,",embeddings_output/lightweight/embeddings_lightweight.npy
902,it was the start of the,embeddings_output/lightweight/embeddings_lightweight.npy
903,rainy season.,embeddings_output/lightweight/embeddings_lightweight.npy
904,But Carmen  did not,embeddings_output/lightweight/embeddings_lightweight.npy
905,mind.,embeddings_output/lightweight/embeddings_lightweight.npy
906,She was enjoying,embeddings_output/lightweight/embeddings_lightweight.npy
907,the time spent with,embeddings_output/lightweight/embeddings_lightweight.npy
908,Alba more and more.,embeddings_output/lightweight/embeddings_lightweight.npy
909,She had even begun,embeddings_output/lightweight/embeddings_lightweight.npy
910,teaching the girl to,embeddings_output/lightweight/embeddings_lightweight.npy
911,to read.,embeddings_output/lightweight/embeddings_lightweight.npy
912,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
913,thought that if she,embeddings_output/lightweight/embeddings_lightweight.npy
914,"ever had a daughter,",embeddings_output/lightweight/embeddings_lightweight.npy
915,she'd like her to be,embeddings_output/lightweight/embeddings_lightweight.npy
916,like Alba.,embeddings_output/lightweight/embeddings_lightweight.npy
917,Carmen felt frustrated,embeddings_output/lightweight/embeddings_lightweight.npy
918,that she,embeddings_output/lightweight/embeddings_lightweight.npy
919,she was unable to do more,embeddings_output/lightweight/embeddings_lightweight.npy
920,for the victims,embeddings_output/lightweight/embeddings_lightweight.npy
921,of this fever.,embeddings_output/lightweight/embeddings_lightweight.npy
922,So far one of her,embeddings_output/lightweight/embeddings_lightweight.npy
923,"patients had recovered,",embeddings_output/lightweight/embeddings_lightweight.npy
924,but one,embeddings_output/lightweight/embeddings_lightweight.npy
925,"had died, and it was",embeddings_output/lightweight/embeddings_lightweight.npy
926,impossible to know,embeddings_output/lightweight/embeddings_lightweight.npy
927,what had happened to Maria.,embeddings_output/lightweight/embeddings_lightweight.npy
928,She wrapped her brain,embeddings_output/lightweight/embeddings_lightweight.npy
929,for medicines that might,embeddings_output/lightweight/embeddings_lightweight.npy
930,"help,",embeddings_output/lightweight/embeddings_lightweight.npy
931,and wrote out a list,embeddings_output/lightweight/embeddings_lightweight.npy
932,to give to Juan.,embeddings_output/lightweight/embeddings_lightweight.npy
933,He still had,embeddings_output/lightweight/embeddings_lightweight.npy
934,not returned her cell,embeddings_output/lightweight/embeddings_lightweight.npy
935,"phone but, Carmen",embeddings_output/lightweight/embeddings_lightweight.npy
936,did not want to pressure him.,embeddings_output/lightweight/embeddings_lightweight.npy
937,The,embeddings_output/lightweight/embeddings_lightweight.npy
938,following morning on,embeddings_output/lightweight/embeddings_lightweight.npy
939,"her walk to the clinic,",embeddings_output/lightweight/embeddings_lightweight.npy
940,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
941,spotted Juan in the center,embeddings_output/lightweight/embeddings_lightweight.npy
942,"of the village,",embeddings_output/lightweight/embeddings_lightweight.npy
943,conversing with his,embeddings_output/lightweight/embeddings_lightweight.npy
944,group of leaders.,embeddings_output/lightweight/embeddings_lightweight.npy
945,As,embeddings_output/lightweight/embeddings_lightweight.npy
946,"she walked over to them,",embeddings_output/lightweight/embeddings_lightweight.npy
947,the men suddenly,embeddings_output/lightweight/embeddings_lightweight.npy
948,"stopped talking,",embeddings_output/lightweight/embeddings_lightweight.npy
949,giving Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
950,the feeling that,embeddings_output/lightweight/embeddings_lightweight.npy
951,she had interrupted,embeddings_output/lightweight/embeddings_lightweight.npy
952,something important.,embeddings_output/lightweight/embeddings_lightweight.npy
953,When Carmen gave,embeddings_output/lightweight/embeddings_lightweight.npy
954,Juan her list,embeddings_output/lightweight/embeddings_lightweight.npy
955,"of medicines,",embeddings_output/lightweight/embeddings_lightweight.npy
956,he told her  he had put,embeddings_output/lightweight/embeddings_lightweight.npy
957,in the order right,embeddings_output/lightweight/embeddings_lightweight.npy
958,away.,embeddings_output/lightweight/embeddings_lightweight.npy
959,But then Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
960,remembered,embeddings_output/lightweight/embeddings_lightweight.npy
961,that replacement shipment,embeddings_output/lightweight/embeddings_lightweight.npy
962,Juan promised,embeddings_output/lightweight/embeddings_lightweight.npy
963,had never arrived.,embeddings_output/lightweight/embeddings_lightweight.npy
964,That,embeddings_output/lightweight/embeddings_lightweight.npy
965,"night in her hut,",embeddings_output/lightweight/embeddings_lightweight.npy
966,Carmen continued,embeddings_output/lightweight/embeddings_lightweight.npy
967,to turn things,embeddings_output/lightweight/embeddings_lightweight.npy
968,over in her mind.,embeddings_output/lightweight/embeddings_lightweight.npy
969,What if this was an,embeddings_output/lightweight/embeddings_lightweight.npy
970,unknown disease?,embeddings_output/lightweight/embeddings_lightweight.npy
971,It  did not seem like,embeddings_output/lightweight/embeddings_lightweight.npy
972,any of the tropical fevers,embeddings_output/lightweight/embeddings_lightweight.npy
973,she was familiar,embeddings_output/lightweight/embeddings_lightweight.npy
974,with.,embeddings_output/lightweight/embeddings_lightweight.npy
975,"At times,",embeddings_output/lightweight/embeddings_lightweight.npy
976,Carmen felt,embeddings_output/lightweight/embeddings_lightweight.npy
977,like there was something,embeddings_output/lightweight/embeddings_lightweight.npy
978,the villagers  were not telling,embeddings_output/lightweight/embeddings_lightweight.npy
979,her.,embeddings_output/lightweight/embeddings_lightweight.npy
980,Did they,embeddings_output/lightweight/embeddings_lightweight.npy
981,know more about the disease,embeddings_output/lightweight/embeddings_lightweight.npy
982,than they were letting,embeddings_output/lightweight/embeddings_lightweight.npy
983,on?,embeddings_output/lightweight/embeddings_lightweight.npy
984,Did they think,embeddings_output/lightweight/embeddings_lightweight.npy
985,that having a foreigner,embeddings_output/lightweight/embeddings_lightweight.npy
986,come and see what was,embeddings_output/lightweight/embeddings_lightweight.npy
987,happening,embeddings_output/lightweight/embeddings_lightweight.npy
988,or maybe even get sick,embeddings_output/lightweight/embeddings_lightweight.npy
989,herself-,embeddings_output/lightweight/embeddings_lightweight.npy
990,was the only way to get medical,embeddings_output/lightweight/embeddings_lightweight.npy
991,help?,embeddings_output/lightweight/embeddings_lightweight.npy
992,But Carmen quickly put,embeddings_output/lightweight/embeddings_lightweight.npy
993,the idea out of her,embeddings_output/lightweight/embeddings_lightweight.npy
994,head ashamed,embeddings_output/lightweight/embeddings_lightweight.npy
995,at herself for,embeddings_output/lightweight/embeddings_lightweight.npy
996,being so distrustful.,embeddings_output/lightweight/embeddings_lightweight.npy
997,Juan and the villagers,embeddings_output/lightweight/embeddings_lightweight.npy
998,had been so welcoming.,embeddings_output/lightweight/embeddings_lightweight.npy
999,There was no reason,embeddings_output/lightweight/embeddings_lightweight.npy
1000,to think that they had,embeddings_output/lightweight/embeddings_lightweight.npy
1001,known about the fever,embeddings_output/lightweight/embeddings_lightweight.npy
1002,"before she came,",embeddings_output/lightweight/embeddings_lightweight.npy
1003,"and besides,",embeddings_output/lightweight/embeddings_lightweight.npy
1004,Dr. Torreson,embeddings_output/lightweight/embeddings_lightweight.npy
1005,had not mentioned,embeddings_output/lightweight/embeddings_lightweight.npy
1006,anything about it in,embeddings_output/lightweight/embeddings_lightweight.npy
1007,his email.,embeddings_output/lightweight/embeddings_lightweight.npy
1008,Lost,embeddings_output/lightweight/embeddings_lightweight.npy
1009,"in her thoughts,",embeddings_output/lightweight/embeddings_lightweight.npy
1010,Carmen suddenly,embeddings_output/lightweight/embeddings_lightweight.npy
1011,realized that Alba,embeddings_output/lightweight/embeddings_lightweight.npy
1012,had not come by that,embeddings_output/lightweight/embeddings_lightweight.npy
1013,evening.,embeddings_output/lightweight/embeddings_lightweight.npy
1014,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1015,reasoned that the girl,embeddings_output/lightweight/embeddings_lightweight.npy
1016,was probably helping,embeddings_output/lightweight/embeddings_lightweight.npy
1017,her family prepare for,embeddings_output/lightweight/embeddings_lightweight.npy
1018,"the rainy season,",embeddings_output/lightweight/embeddings_lightweight.npy
1019,although she,embeddings_output/lightweight/embeddings_lightweight.npy
1020,missed her company.,embeddings_output/lightweight/embeddings_lightweight.npy
1021,Alma,embeddings_output/lightweight/embeddings_lightweight.npy
1022,did not come by the next,embeddings_output/lightweight/embeddings_lightweight.npy
1023,"morning at breakfast,",embeddings_output/lightweight/embeddings_lightweight.npy
1024,either.,embeddings_output/lightweight/embeddings_lightweight.npy
1025,Carmen spent,embeddings_output/lightweight/embeddings_lightweight.npy
1026,the day in the clinic,embeddings_output/lightweight/embeddings_lightweight.npy
1027,and returned home,embeddings_output/lightweight/embeddings_lightweight.npy
1028,in the evening to wait for,embeddings_output/lightweight/embeddings_lightweight.npy
1029,the girl.,embeddings_output/lightweight/embeddings_lightweight.npy
1030,Hours passed,embeddings_output/lightweight/embeddings_lightweight.npy
1031,with no signs of Alba.,embeddings_output/lightweight/embeddings_lightweight.npy
1032,"Worried and lonely,",embeddings_output/lightweight/embeddings_lightweight.npy
1033,Carmen decided,embeddings_output/lightweight/embeddings_lightweight.npy
1034,to go check on her.,embeddings_output/lightweight/embeddings_lightweight.npy
1035,Carmen had never,embeddings_output/lightweight/embeddings_lightweight.npy
1036,been inside Alba's,embeddings_output/lightweight/embeddings_lightweight.npy
1037,"family's hut,",embeddings_output/lightweight/embeddings_lightweight.npy
1038,though she knew which,embeddings_output/lightweight/embeddings_lightweight.npy
1039,one it was.,embeddings_output/lightweight/embeddings_lightweight.npy
1040,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1041,crossed the clearing,embeddings_output/lightweight/embeddings_lightweight.npy
1042,"carefully,",embeddings_output/lightweight/embeddings_lightweight.npy
1043,avoiding the slippery,embeddings_output/lightweight/embeddings_lightweight.npy
1044,patches of mud,embeddings_output/lightweight/embeddings_lightweight.npy
1045,left by the rain.,embeddings_output/lightweight/embeddings_lightweight.npy
1046,She knocked,embeddings_output/lightweight/embeddings_lightweight.npy
1047,"once,",embeddings_output/lightweight/embeddings_lightweight.npy
1048,"twice,",embeddings_output/lightweight/embeddings_lightweight.npy
1049,"three times,",embeddings_output/lightweight/embeddings_lightweight.npy
1050,no answer.,embeddings_output/lightweight/embeddings_lightweight.npy
1051,Not wanting,embeddings_output/lightweight/embeddings_lightweight.npy
1052,to invade the  family's,embeddings_output/lightweight/embeddings_lightweight.npy
1053,"privacy,",embeddings_output/lightweight/embeddings_lightweight.npy
1054,she almost walked,embeddings_output/lightweight/embeddings_lightweight.npy
1055,away.,embeddings_output/lightweight/embeddings_lightweight.npy
1056,But concern and,embeddings_output/lightweight/embeddings_lightweight.npy
1057,curiosity got,embeddings_output/lightweight/embeddings_lightweight.npy
1058,"the better of her,",embeddings_output/lightweight/embeddings_lightweight.npy
1059,and she pushed open,embeddings_output/lightweight/embeddings_lightweight.npy
1060,the door.,embeddings_output/lightweight/embeddings_lightweight.npy
1061,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1062,was horrified,embeddings_output/lightweight/embeddings_lightweight.npy
1063,by what she saw inside.,embeddings_output/lightweight/embeddings_lightweight.npy
1064,"Alba lay on the ground,",embeddings_output/lightweight/embeddings_lightweight.npy
1065,coughing and,embeddings_output/lightweight/embeddings_lightweight.npy
1066,flailing.,embeddings_output/lightweight/embeddings_lightweight.npy
1067,A woman and,embeddings_output/lightweight/embeddings_lightweight.npy
1068,a man were bent,embeddings_output/lightweight/embeddings_lightweight.npy
1069,"over her, trying",embeddings_output/lightweight/embeddings_lightweight.npy
1070,to get her to drink.,embeddings_output/lightweight/embeddings_lightweight.npy
1071,Alba's,embeddings_output/lightweight/embeddings_lightweight.npy
1072,"shirt was off,",embeddings_output/lightweight/embeddings_lightweight.npy
1073,and by the light of,embeddings_output/lightweight/embeddings_lightweight.npy
1074,"the fire, Carmen",embeddings_output/lightweight/embeddings_lightweight.npy
1075,could see the telltale,embeddings_output/lightweight/embeddings_lightweight.npy
1076,rash across,embeddings_output/lightweight/embeddings_lightweight.npy
1077,her chest.,embeddings_output/lightweight/embeddings_lightweight.npy
1078,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1079,"gasped, and",embeddings_output/lightweight/embeddings_lightweight.npy
1080,the man looked up at her.,embeddings_output/lightweight/embeddings_lightweight.npy
1081,She was shocked to see,embeddings_output/lightweight/embeddings_lightweight.npy
1082,"that it was Juan,",embeddings_output/lightweight/embeddings_lightweight.npy
1083,and his eyes,embeddings_output/lightweight/embeddings_lightweight.npy
1084,were filled with tears.,embeddings_output/lightweight/embeddings_lightweight.npy
1085,Alba,embeddings_output/lightweight/embeddings_lightweight.npy
1086,Alba,embeddings_output/lightweight/embeddings_lightweight.npy
1087,is your,embeddings_output/lightweight/embeddings_lightweight.npy
1088,daughter? Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1089,said in shock.,embeddings_output/lightweight/embeddings_lightweight.npy
1090,How could she not have,embeddings_output/lightweight/embeddings_lightweight.npy
1091,known?,embeddings_output/lightweight/embeddings_lightweight.npy
1092,"Juan nodded,",embeddings_output/lightweight/embeddings_lightweight.npy
1093,a desperate look in his,embeddings_output/lightweight/embeddings_lightweight.npy
1094,eyes.,embeddings_output/lightweight/embeddings_lightweight.npy
1095,"I'll be right back, she",embeddings_output/lightweight/embeddings_lightweight.npy
1096,"said, intending",embeddings_output/lightweight/embeddings_lightweight.npy
1097,to sprint to the,embeddings_output/lightweight/embeddings_lightweight.npy
1098,clinic to retrieve,embeddings_output/lightweight/embeddings_lightweight.npy
1099,the last of her anti,embeddings_output/lightweight/embeddings_lightweight.npy
1100,fever medication.,embeddings_output/lightweight/embeddings_lightweight.npy
1101,As she turned,embeddings_output/lightweight/embeddings_lightweight.npy
1102,"to leave, she",embeddings_output/lightweight/embeddings_lightweight.npy
1103,saw her cell phone sitting,embeddings_output/lightweight/embeddings_lightweight.npy
1104,on a table near,embeddings_output/lightweight/embeddings_lightweight.npy
1105,"the door,",embeddings_output/lightweight/embeddings_lightweight.npy
1106,and grabbed it on instinct.,embeddings_output/lightweight/embeddings_lightweight.npy
1107,She looked behind,embeddings_output/lightweight/embeddings_lightweight.npy
1108,her but,embeddings_output/lightweight/embeddings_lightweight.npy
1109,Juan had already turned,embeddings_output/lightweight/embeddings_lightweight.npy
1110,his attention back,embeddings_output/lightweight/embeddings_lightweight.npy
1111,to Alba.,embeddings_output/lightweight/embeddings_lightweight.npy
1112,Carmen  didn't,embeddings_output/lightweight/embeddings_lightweight.npy
1113,didn't go straight to the clinic.,embeddings_output/lightweight/embeddings_lightweight.npy
1114,On,embeddings_output/lightweight/embeddings_lightweight.npy
1115,"a whim, she",embeddings_output/lightweight/embeddings_lightweight.npy
1116,took a lantern and set,embeddings_output/lightweight/embeddings_lightweight.npy
1117,off down the path,embeddings_output/lightweight/embeddings_lightweight.npy
1118,that led to the river.,embeddings_output/lightweight/embeddings_lightweight.npy
1119,Arriving,embeddings_output/lightweight/embeddings_lightweight.npy
1120,at the shore out,embeddings_output/lightweight/embeddings_lightweight.npy
1121,"of breath, she",embeddings_output/lightweight/embeddings_lightweight.npy
1122,sat on a rock,embeddings_output/lightweight/embeddings_lightweight.npy
1123,and stared out at the muddy,embeddings_output/lightweight/embeddings_lightweight.npy
1124,water.,embeddings_output/lightweight/embeddings_lightweight.npy
1125,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1126,wildly hoped that,embeddings_output/lightweight/embeddings_lightweight.npy
1127,"a boat would pass by,",embeddings_output/lightweight/embeddings_lightweight.npy
1128,but none did.,embeddings_output/lightweight/embeddings_lightweight.npy
1129,It dawned on her just,embeddings_output/lightweight/embeddings_lightweight.npy
1130,how isolated,embeddings_output/lightweight/embeddings_lightweight.npy
1131,she was.,embeddings_output/lightweight/embeddings_lightweight.npy
1132,How,embeddings_output/lightweight/embeddings_lightweight.npy
1133,long had Alba been,embeddings_output/lightweight/embeddings_lightweight.npy
1134,sick?,embeddings_output/lightweight/embeddings_lightweight.npy
1135,Why  had not she,embeddings_output/lightweight/embeddings_lightweight.npy
1136,told Carmen?,embeddings_output/lightweight/embeddings_lightweight.npy
1137,With,embeddings_output/lightweight/embeddings_lightweight.npy
1138,"a jolt, Carmen",embeddings_output/lightweight/embeddings_lightweight.npy
1139,thought about  Alba's,embeddings_output/lightweight/embeddings_lightweight.npy
1140,hands preparing,embeddings_output/lightweight/embeddings_lightweight.npy
1141,"her breakfast, folding",embeddings_output/lightweight/embeddings_lightweight.npy
1142,"her clothes,",embeddings_output/lightweight/embeddings_lightweight.npy
1143,making the bed.,embeddings_output/lightweight/embeddings_lightweight.npy
1144,Was the fever contagious?,embeddings_output/lightweight/embeddings_lightweight.npy
1145,What if Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1146,already been infected?,embeddings_output/lightweight/embeddings_lightweight.npy
1147,Carmen,embeddings_output/lightweight/embeddings_lightweight.npy
1148,turned the cell phone,embeddings_output/lightweight/embeddings_lightweight.npy
1149,"over in her hands,",embeddings_output/lightweight/embeddings_lightweight.npy
1150,trying not,embeddings_output/lightweight/embeddings_lightweight.npy
1151,to panic.,embeddings_output/lightweight/embeddings_lightweight.npy
1152,She was completely,embeddings_output/lightweight/embeddings_lightweight.npy
1153,torn.,embeddings_output/lightweight/embeddings_lightweight.npy
1154,Part of her,embeddings_output/lightweight/embeddings_lightweight.npy
1155,felt anxious,embeddings_output/lightweight/embeddings_lightweight.npy
1156,"and scared,",embeddings_output/lightweight/embeddings_lightweight.npy
1157,and wanted to leave,embeddings_output/lightweight/embeddings_lightweight.npy
1158,right away.,embeddings_output/lightweight/embeddings_lightweight.npy
1159,But another,embeddings_output/lightweight/embeddings_lightweight.npy
1160,part of her felt,embeddings_output/lightweight/embeddings_lightweight.npy
1161,wracked with guilt,embeddings_output/lightweight/embeddings_lightweight.npy
1162,to think about leaving,embeddings_output/lightweight/embeddings_lightweight.npy
1163,"the villagers,",embeddings_output/lightweight/embeddings_lightweight.npy
1164,"especially Alba,",embeddings_output/lightweight/embeddings_lightweight.npy
1165,in this predicament.,embeddings_output/lightweight/embeddings_lightweight.npy
1166,Carmen pictured,embeddings_output/lightweight/embeddings_lightweight.npy
1167,"Alba's wide,",embeddings_output/lightweight/embeddings_lightweight.npy
1168,trusting eyes;,embeddings_output/lightweight/embeddings_lightweight.npy
1169,if,embeddings_output/lightweight/embeddings_lightweight.npy
1170,"she left now, the",embeddings_output/lightweight/embeddings_lightweight.npy
1171,decision would haunt,embeddings_output/lightweight/embeddings_lightweight.npy
1172,her for long time.,embeddings_output/lightweight/embeddings_lightweight.npy
1173,"On the other hand,",embeddings_output/lightweight/embeddings_lightweight.npy
1174,she  wasn't even,embeddings_output/lightweight/embeddings_lightweight.npy
1175,sure if the disease,embeddings_output/lightweight/embeddings_lightweight.npy
1176,"could be treated,",embeddings_output/lightweight/embeddings_lightweight.npy
1177,and she,embeddings_output/lightweight/embeddings_lightweight.npy
1178,could be risking her life,embeddings_output/lightweight/embeddings_lightweight.npy
1179,if she stayed.,embeddings_output/lightweight/embeddings_lightweight.npy
1180,What was,embeddings_output/lightweight/embeddings_lightweight.npy
1181,she going to do?,embeddings_output/lightweight/embeddings_lightweight.npy
